id,cited,target
6672,"21080,10068,11308,21955,1388,3244,10401,15063,5745",16883
21730,"13750,1206,12627,4702,9828,12030",16761
7869,"5488,22316,10774",16077
18630,"6723,10977",15488
15510,"17307,21764",12731
1180,"4847,19364,3044,21193",16394
16668,12216,20704
5362,"8499,15963,22857",11089
15923,18826,19196
9683,18571,11032
19039,"1028,13758,9271,3206,10207",15897
20359,"11149,15867,11049,12317",1438
14114,"19838,13828,22577",11199
2869,11084,19465
4657,"11224,3421",5061
10477,"4087,13117,18726,15047",19073
15118,"17393,20085,7724,998",13788
1652,"9802,11352",15328
13975,18493,20036
4757,231,5631
17777,7850,19465
5969,"7596,12606,22873,6434,10052",13292
16388,2834,17464
1572,"2924,9933,1330,21032,735,8032",10026
19866,"23080,460,885,18097,6700,5153,1365,20694",4401
4249,"983,22427,21726,3889,14892,6623",3231
21766,"22433,998,20028",7072
9590,"19282,14294,540",2019
6789,23105,2990
13924,"15193,5923,22556,19473,5907,6466,14500,5906,6339,134,13742,3862,8639",13261
2118,14496,19144
2932,"56,20624,1715,8196,1747,5230,13459",6957
21902,20860,13323
3157,15733,750
22084,"17507,3750,18787,14954,20755,8438,10030",15913
6870,"7348,3201,4982,4561,1168",7699
14048,11928,1769
9009,"2377,19590",5914
2036,"16496,20236,13430",19749
11878,"17916,13252,18167,22378,10095,19993",164
9068,1239,18687
22436,20872,16866
8385,"12751,9360,13692,126,18586,636",12979
4149,"17776,11308,15751,7707,294,943",19196
6327,"12360,5764",1613
17991,"8028,10599,16486,23054",6354
18058,"11922,11026,3598,6754,6036,17488,19394",16695
10955,"18673,19110,19996",7642
17364,"22314,1837,17307,16746,21320",9203
13785,"14596,17433",3781
8099,"8061,14071,14683,1287,2592,19931,19490,6623,10295,17533",1487
9440,9583,4951
11634,21548,17339
17057,"3638,14071,18059,21390,21098,21308,18157,6917,10295",5147
10085,"19232,559",14692
17734,"15844,13298",9966
19211,"10749,2336,21777,8104",9152
6187,"17393,23074,4925,7724,16755,20972",12202
13401,6857,9441
12443,"14073,20252,17726,1979,5477",15537
8839,"7834,4982,13451,395,15757,4561,19755,22993,4156,16350,1741,4647",9538
8177,322,12217
14855,"12761,12527,19999,3058,10572,6443,17771,22795,13418,4675,861,12317,16291,13020,19641,11567,19683,14791,12773,15797,1438,4284,10990,17698,9204",7216
20629,"17825,16819,18947,7179,6735,18276,14045",12111
1958,"15461,12163,19084,17824,1502,21424,6061,20776,19926,20819,7569,19090,1481,16924,1739,22702,9946,21877,13525,8684,6252,22387,13685,3180,15695,18513,21170,13186,22915",2310
11510,"20369,1421",10500
2005,"15152,186,8388",9752
20160,"20967,3324",2722
1867,"10716,12208,11038",17678
4628,10483,8459
977,"5497,16085,6487,8331,18846",8463
18737,"2331,19684,20826,11529,9464,19891,9608,5631,13684,8945,4130,4230,11533",1847
754,"8029,4698,10572",9723
12234,"7772,22065",15610
20152,"826,11846,22198,15797",16491
19496,"13275,21112,3542",20776
10229,"19821,14728,20211,6722,22976,1302,19411,22320,19044,8043,22293,3053,1091,22790,10595,15982,5714,6961,11847,15618,15499,21848,20184,18277,16082,9136,11587,10861,7157,4341,10845,16682,18513,8957,15734",12697
7781,"576,4736,7799,14819,18635,9338,3300,4798,22010,4714,16497,20680,5417,22348",12344
20754,"11031,13505,14155,9137,11239,12498,6478,6439,186,9726",6085
8498,"6145,4692,20072",14692
2507,5245,18114
17303,"558,16891,15402,6053,6363",9628
16260,"7473,19279,1070,20837",12229
3108,"21817,7596,16008,8876,12306",14698
9384,"7229,12500,5",3480
6541,"22374,1418",9813
7793,"13916,22184,3177,8032",1774
7727,"7042,16261",22470
10276,"5631,6549,8924,8422",7243
19558,"15425,2056",20039
11817,14135,20574
3896,"2831,16720,9464,21599,7243,5631,7323,20506",13029
9043,2018,12843
7297,"10716,4422",11758
5888,"6160,673,17308,21500",9063
19750,"10381,2590,5560,21289,13939,12218,19891,10987,17563",4134
9515,"366,19964",12576
19464,"9036,9733,1491,15286,8854",21795
7985,"14200,7367",8698
7891,"9509,17061,1978,20231,3468,7998",5301
14359,"4499,672,1157,12110",2676
13548,"18604,22746,16649,7417",20059
4619,"8488,7243,17227,600,18814,2511,11352",159
20511,"8723,7431,12920",17678
22479,"8406,20132,8230",22286
3978,"11072,15146,7870,4413,19266",208
7146,4452,611
19627,14069,9410
9193,1903,4644
21553,5063,18814
12726,"15146,7117,5943,20327",18177
3556,"20919,4683,208,20161,8426,5943",5230
11207,"5230,13459,7383",15365
21562,"9500,12288",6359
19019,19565,2947
1634,6668,19317
6730,"1545,18260,16001,15551,21989",18864
17789,"3536,16766,816",2101
5623,"7642,16398,17190",10928
3307,3681,16528
1371,"8663,15844,13298,19642,2188",9966
19733,"13453,3330",8387
19702,"4774,19033,6323,17111,7197",12121
14090,"21880,17180,17070,19721,23034,18038",6304
18480,"7834,14902,13732,14685,10783,21236",13665
3295,"15645,21269,12360",13736
9053,"13246,11896,10299,12790,23066,12216,7213,5245,2133,22316",1676
5489,"2482,2531,23100,10608,21407",14813
19462,"12905,3875",13355
1879,"20308,13902,3697,18626",18467
16449,"7783,17570,12843,755,20694,20074,885",20478
18152,"15393,4771,11336",9738
19798,21719,17092
12743,15751,17776
16235,4809,14522
8594,"10519,12315,7043,21032,1524,1644,7348,12295,13952,18976,2708,4982,12485,4177,6481,8454,13691,20198,3163,16390,4561,4647,12645,5422",13978
19772,"20185,2052,16158,16002,7071,19690,16267,10493,9995,16678,7027,980",16385
1969,"3985,6809,20774,11131,18254,22252,14504,2512,19037",1123
20717,11026,2592
5487,"10273,4219,9903,20082,17748,18424,11310,14649,15933",22216
4401,"4206,7624,17570,13298,11880,4378,20074,13491,885,9901",921
1870,"16202,2611,10486,15803,2663,17190,21471,10021,14071,2761",2592
22291,"1841,14617,6342,16339,2188,18405,8009,18021,11426,19159,7851,20841,20200",11993
16605,17393,16663
17820,6159,16712
12598,"7650,7337,5925",21524
14885,"10506,6032,22937,17678",2835
3002,"13494,13015,2961,13733,3357",8171
13513,18159,14069
16641,"16258,22587,13964,9668,19931,10473",1487
11983,"4566,11064,11274,5754,11917,4530,13726,9402,15188",8298
19417,202,17877
8487,6323,21454
5988,"3886,20324,22204,11469",11285
966,"10170,175",10038
22321,"3668,10008,5651,7068",22901
11341,"9222,4917,16464,7798,18294,3631,16986",9807
7352,"4488,2053,11339,15934",20279
22638,"16707,8804,9215,2638",21132
23051,"22773,7171,8606,15233",16058
134,"15193,3016,19473,13924,20434,10255,3862,352,9313",20283
11106,"16196,18488",16949
839,"20268,16695",11963
9575,8171,627
15704,"4847,9674",1745
16776,"10148,4835",14581
6510,18961,14468
6694,17275,12664
8543,6170,19614
5554,14980,14014
11474,"6044,18511,10150,8257",21417
18588,"12843,20899",15753
8463,"16085,12625,19361,10380",14692
15023,"6662,22367",10271
23096,"12358,1551,15850",1694
11805,21573,2416
22053,"15805,12236,14416,11920",5842
21625,"22587,8102,6917,6623,20360,9864",19563
19419,"18331,9590,11338,18540",9526
15973,818,13841
3671,"4847,14708",19646
7467,"12751,9360,13692,126,18586,16608,7142,8404",636
22605,"15588,14465,875,17512",802
1427,"21351,19033,6323",22192
12512,"4655,22671,17072,20198",7348
9436,"800,4351,21454,12960,2197,9443",21340
11695,12434,3957
22902,"17568,1239,21637,15448,7551,22935,20486,8670",12931
5087,"14419,20040,7707",20676
9217,"6362,8097",5128
4583,"8618,20255",18227
8396,"8171,15476,14475,6317,21476",21276
21623,"20101,6837,3554,21479",23006
11860,16664,11135
10107,"20967,14475,16104,8266,8171,8383",1798
8750,"4105,20298,21100",16484
17113,"2617,2331,11334,9618,19732,18156,235",8129
22429,"2046,15087,20153,11892,13691,15327,3160",6106
4897,"4839,17363",21232
18551,"22726,1358,6759,7650,9754",18727
397,"12201,8285,21989,12089,22290,5457,15366,2747,2531,12944,1509,3526,1733,3054,21204,11320",3434
12301,"4368,11787,22600",17811
22244,"4206,5142,3177,18873",12371
1326,"3348,11043,20317,21145,11426,2148,23021,4362,21607",17881
214,"8227,1576,18251",14112
13541,1406,2742
17652,"9147,3738,22127,19915,7864,22452,18233",20283
3348,"2148,3195,7677,18254,14586,14566,20317,10787,17881",14692
8771,"16189,9698,5972,16192,16898,7627",8161
6021,"11741,18635,4798,12771,14524,22160,18184,15390,10086,17115,8841,11975,13604,1855,8914,16497,10563,9726",12344
11873,"10253,3892,745,13951,2858,20366,21697",12368
12717,15476,20198
11554,2946,16650
3338,"6858,6877,16229,17735,17534",6659
7270,"20967,17758,5222",11926
7218,14032,336
17262,19198,11007
4936,"4831,9954,22026",12931
23022,"6378,822,2056",11924
22137,12043,20034
6537,19604,16154
8044,"14451,8680,7792",1519
9518,"986,19008,6723,4771,4689,10977,6917,10473",17252
22919,11976,6623
20704,13462,19408
4958,"796,14765,3218",2321
23035,"2617,2331,12647,18493,11334,22484,20592,14106,7243,5631",1847
21894,"12837,22211,13691,5506,21584,5520",8111
2330,"19731,3734,191,19611,7005,622,13858",3174
21935,"5468,438,13697,22569,18707,19854",5384
17327,"7440,800,12892,12960,9443,9436,10815,15436,21415",3998
20201,"4423,1358",17328
20202,"1473,244,15094,735,933,1844,335,13408,17087,16813",5794
20630,"19033,6323,17111",12121
10189,"12710,11621,22768",7567
20224,9110,17010
8158,"2214,11043,1330,11253,735,14544,16464,335,16339,23077,9851,2726",7144
22868,"12954,11892,12733,11917,11751",13887
913,"997,2659",5559
22729,16057,15218
19711,"15193,7303,22556,19725,6466,5865",13261
15831,3150,15141
14706,"12394,22085",5914
3410,"11149,7096,8789,8879,8586,11055",11049
17724,19247,21204
9780,12113,10740
19841,"2331,15250,22484,19724,10517,1692,7373,428",4661
18885,"11178,6542,15514,14974,8357",14714
831,16821,5322
168,18950,2207
9900,"16643,22311,2644",17597
17228,"368,8672",5230
2230,"14468,3290,47,12754,21226,18918",22956
20139,"8045,89,62,2558,13371,1206,14327,3480,12477",4273
8374,"15859,14949",16736
16515,"9050,3993,21698,13689",595
11425,"5249,21356,22090,14085",5076
11497,17862,13680
22788,"14069,10008,16220",22820
4286,"19716,14819,4798,2182,14524,18730,21460,22980,1240,15390,20198,10618,14021",12344
13265,"7304,19053,13758,9271",3206
5965,"3681,20799",1292
2954,5631,10539
19891,"12507,8945,2331,11334,12218,3701",22470
9863,"767,22311",19656
511,"18947,8375,2917,17115,21517,4223",19035
16663,"1330,22400,1440,1410,4732,7724,998,6186,6359",12398
178,16607,14971
9806,"22771,5135,18432",19543
15733,"18499,16581,12945",15451
12857,"19636,4127",14443
14441,"6502,4076,8468,655,8701,16991,5343",16992
11516,"6995,16134,4925,7724",7726
15419,"670,848,3551,16898,21626,4917,18294,1571,12637,21648",15310
18900,"273,17363,7803,8636",20050
2643,"4133,14169,8198,20624,17072,2480,6383,5230",16170
73,"5587,16193,6917,6623",19563
796,"9478,18405,5851,11132,627,16550,3202,10719,16318,22333,6112,15196,5769",16041
12762,23059,13370
2331,"13684,8945,11334,1847",20704
257,"16977,3348,13765,14586,14500,20317,3192,2148,10787,14514,17881",7677
11786,12837,13691
4832,"20928,15044,14608,19483",5061
5612,"6842,14500,11858,16608,10444,6066,7217",2109
20651,"16601,22433,18559,19754,17457,16773",17934
11357,19271,18184
965,"4847,8344,7456,21070,19590,18397,8087,1951,19",10166
22422,"12600,17391,3318",8115
17403,"250,18946,16764,1798,20967,16613",17102
17031,"22462,4648,10663",2900
12441,22635,12255
18296,"5623,19999,10877,12155,6984",6199
1737,"10465,19227,15248,9310,18568,18873,9722,8304,7861,1253,3148",22498
3548,"17072,19062,2745,5230,1964",6637
2286,"21255,2380",4458
5180,21776,17678
1781,4911,8405
1561,"21638,12305",1916
15580,473,21389
8854,"13870,21575",13114
10820,"19384,15872,19842,14500,9818,5573,18090",17887
193,"165,13836,14221,11735,18827,22311,767,11391",136
10697,"1239,16599,18266,11347,12931,18597",1222
12791,"15193,22949,22754,17756,11089,13193,20283,17077,22718,5813,1719,4488,8279,2575,18033,20279,15913,22392",1674
165,"14966,13836,20870,17597,14865,13288,2944,19656,21204,193",8179
17700,"11962,7605,22940,3143,10045,16462",5591
7215,"10116,13336,5914",3807
21498,"6815,7651",3353
22349,"470,15498,20047",8904
1425,"12890,7568,7346,13750,23113,8151,12958,16761,19805,21578",6196
20841,"13824,637,22522",7757
17736,"19633,15193,22556,2961,12005,7555,10030,17317,8627,17507,20273,10970,10526",6970
6472,1748,8938
3942,"3957,8963,8199",18890
15564,"11976,8744,9518",17252
6124,"19765,13723,10171,7615,8318,5019,4819,17926,20023,9864,18471,2027,9364,2755,11870",13786
8851,9481,7248
8777,"18432,9639",7181
9413,"21154,7911,13364,16427,6623",3231
9519,"17026,8938,10867,18137,1392,10180",7717
18753,"23129,6314,21395,20312",17252
2527,"4278,22558,17584,6781",4760
12481,"22874,5995,21390",6623
20274,"19820,7523,796,21610,5230,3417",21441
3138,19869,2765
15524,"5142,21583,4887,277,10680,13498",12371
16643,"767,1230,962,20295,22311",19309
3298,"15242,21454,6432,11031,2920,2155,19086,17115,4205,14997",6213
22387,"9143,10162,10020",279
16726,17043,22192
12808,"8510,14895,13477,7938,12066,8463,16085,9572,3960,10380,16463,304,14692",12623
16045,"9698,15044,19483,5061,5521,4832",2172
10357,"16189,14433",7926
5799,"21646,10008,1379,22769",20432
11748,"9871,2331,2561,5631,13684,2835,20704,22316,17975,17290,12312,1164",21388
2603,19848,6539
5265,"8313,20760,7423,18432",14814
19386,"4761,14155,6801,10762,22023,16089,6641,9497,19355,10368,2557,119,22667,4107,5798,5230,7123",9538
13070,"15278,621",21554
7518,"16515,13856,18880,22396,4408,7323,4080,15181,11352",15328
14536,"8316,21790,507,14305,678,8959",4504
14569,"4445,15430,14895,7079,16255,13496",21782
3394,"5142,13469,4182,10680,22711,2417,14056,3528,21962,2557,10695",17604
7954,17163,6654
8043,"9143,18896",6456
8393,366,7867
17589,"11056,13740,18962,10989",3874
13133,"23072,5748,4572",6415
8751,9838,22447
12903,"11695,13017,1922,2821,2982,4122",5112
21315,"18278,4002,15014",618
6344,"2331,19891,5631,22374,11334,13903,5468,4130,366,17593,21600,12974",16383
14919,"2331,3629,11529,19426,5495,13684,20704,4130,4230,11533,12974,8872",19148
2439,14398,3178
21181,8778,11851
12939,"3262,12774,4899,22374,2313,11748,366",16884
20169,"7503,4422,1350,9677,20734,16944,20045,16818,22374,14394,11230,7045,3719,4184,12576",7516
9733,"19999,8854,21795",3784
4816,"11126,11918,19386,1711,3528",15916
10438,20677,14141
2914,"5230,5248",20611
9546,"9127,21424,18311,1052",20463
12525,"15254,2827",9752
17088,15250,18574
9220,"22497,12214,929,3433",18848
11799,9469,1271
4567,16136,16827
2465,"21019,3077,5680,10440",12004
12060,"19820,16760,7523,20694,17535,13862,12399",18806
9646,"21154,15369,18678,6963",3335
5124,"13132,786",1675
16808,"8406,19267,4422,7870,5631,208",3482
8827,"19684,96,20885,4547,22374,22484,7243,366",2800
16187,"7600,10943,16785,14855,16873",18581
5214,"7628,22917",8805
3610,18902,10034
9886,"6174,7244",13691
16006,"14603,18066,12258,18049,20764,18986,21771",2771
15489,"16033,17664,16385",12931
17126,"9933,5525,13706,13691,11926,12295,13952",13978
1645,"19,19040",1613
16318,5230,2653
13394,"21739,9617,886",7678
300,"5142,18373,20240,6281,21971,17849,1318,17625,532,7531,20422,19070,9477,4474,22446",4549
7769,"20918,4692",14038
12876,5301,5842
4573,"7861,2756",18815
8596,"17115,20566,17168,22884",1076
14329,"9360,973,22347",19806
2541,"8347,15646,5754,176",9403
7770,5190,20611
13759,"22726,20764,21647,20932,20569,13930,21125,16486,19247",8894
21993,17679,347
19002,"4847,3833,6265,16450,14708,16787,3450",19646
7702,"10997,12958,6295,16324,16761,19805",6196
3804,"2514,2231,13183",18822
15856,"5230,16318",5071
6035,"20040,21955",21369
15987,"18321,20324,480",20837
6408,"21955,19505,13266",5530
6096,"20109,802",995
6781,21454,3480
4084,"18273,17678,9017",5842
13938,"6239,822,12957",16853
3598,"11026,21394,191,13811,15000,20268,19394,2514,17679,16997,16695",4686
6534,"12905,15780,1172",14692
22600,"7439,8963",8357
1109,"4423,4624,21340,8151,11937",5116
16658,"22241,1157",11920
18593,8209,15700
6050,17136,15610
13615,10795,14083
15086,"20813,2700",5257
19432,"22419,20764,22052,8792,22896,17268,7262,7027,12847,20649",9228
11254,"5631,17108,20040",2835
265,"7785,3820,15806,16654,21792,5347",10970
21805,"4157,2377,8348,19253,6182,6917,6623,11722",13885
14474,19928,2993
16929,"11879,11216",3899
1081,22745,5430
15171,"11197,12954,4475,3348,7739,13298,8016,4917",7926
17363,"10654,20906,11896,8014",22316
9695,13159,19553
14351,"20143,14071,10486,11555",21471
17638,"4268,16163,11440,16806,7650,20389,17222,17477,9669,20264,5671,8894",9317
7620,"4642,5641,21475,11734",6563
11000,"11226,13246,14550,21775,3752,8661",22316
4686,320,8372
15463,13076,9361
13331,"16318,8009,10245",16041
7809,3681,11029
6725,"1239,4693,12953,13314,12931,5457,7785,599,18974,13922,9910,5828,6258,3627,6101,3723,21329",384
14267,"884,9791",6949
292,"2796,2976,11484,4098,17467,20658,4064,7057,6823,4611,19370",17574
8664,"16258,1292,19385,21390,19340,6370,16418,17698,8102,7761,10473,17533",1487
20936,"4460,4464,10203,17202,5162",20984
21532,127,22132
15555,"5485,19699,11761,4013,22324,5208,15139,609,18432",10140
12074,"1197,15640",3480
17545,18788,20866
16768,"1905,19376,22173,11761,14785",13025
13376,"22047,13986",1981
7165,"17916,5648,13691,16273,332",18915
4296,1395,21600
13926,"16992,6502,979,12794,20377,14441,5515,884,15298,12958,13163,5351,17768,19805",5343
16209,13684,14218
8647,"14966,22175,5925,20017,980,12322",21204
16051,"736,80,2608,13671,7110",12915
14509,20411,22339
11166,"9464,17683,5631,11376,13236,9660,7243,19242,5964",11900
21244,"17956,13287",15936
15310,"18254,20774,848,16898,9303,21750,1123,21626,6809,12455,18294,1571,12637,701,21648",10086
19972,"9550,6919",17760
11735,"12762,2161,490,14221,847,18827,3635,18308,973,11628,13437",193
5617,"17076,12587,7605,8610,8122,18174,7551,13427,14355,17416,9375",7726
5288,"8804,3367,9215,22192,21802",16300
7321,17970,18161
22687,"480,20837,2190",4686
8471,"6432,11236,3330,5087",8387
8185,"12511,11378,8762",16997
20916,3276,21819
4568,"20408,12054,22511,12861,13680,8636",943
11559,"22122,885,7001,19741",10107
17891,"8663,11763,2016,19813,19198,7798,3785,7251,15342",13914
1209,"8627,7026,20273,15448,13437",8670
4795,"8324,20481,15073,2196,838,10261,655",10523
16623,"7346,1581,18149,5674,951,12135",7908
4779,22173,11761
18927,1239,21724
15749,"6336,21033,2445",18771
22287,"20566,15879,884,6242,16874",1076
662,"10778,8634,18970",11292
18655,"15049,11926",8733
20074,"7783,17570,15284,885,12151",11595
1724,16638,98
2793,"4847,19601,5988,5135,2514,240",11285
3812,3528,12222
9271,"21552,1028,269",15897
16773,"5889,4987,7569",17934
3213,"11026,8919",15047
13684,"2874,4230,1847",20704
8739,"8198,3099,2240,5583,16318,6637,6005",16041
12954,"22675,20774,848,16898,20165,21626,18915,14670,12637,701,9698,18254,8016,6758",15310
10309,"3716,20355,4039,15346,1353,13142,9023,19656,8077,6569,3398,292,14208,19757,5247,5601,6938,22296,4885,7567,7854,17529",21729
3730,"23024,14072,22220,22372,4917,16464,3631,8277,15139",9807
19166,"9732,20677",13689
21411,"12490,6670",7926
5104,"6450,11426,4665,16318,3631,3057",16041
7420,14108,4430
13550,"9081,14917,10563,21517,15465,6529,8317,9726,13411",2411
16555,13840,16456
9651,"20967,11708,2015,4878",1798
14503,"10635,18809,3011",3332
14735,"13796,10690",5406
6301,"5457,599,5781,2575,21989",20283
8897,"8322,5379",21095
3403,"21922,13148,13726,13628",12261
4225,"4049,2939,4859,7792,13427",18904
4404,"12715,13253,13751",12628
8375,"3418,14602,20044,19035",19780
20739,"22874,6239,22635,21709,5995,13638,13809",1776
12012,11722,13336
16202,"14071,10486,2663",17190
14813,"20338,12089,5671,17179,1454,5489,20675,4781,2531,3526,20561",21204
14021,"21981,9810,5368",20704
12541,"6774,4194,22411,4760",1076
6646,10663,18580
4371,"5294,9753,12083",9738
2622,"5142,1054,6425,3528,12366,5009,15757,8608,12627,8133,5794,17435,18611,20196,1704,14797,6392,14655,19453,5602,6641,311,13665",19741
11931,"16685,19021,9231,4624,21442",19756
11385,"7287,9691",4302
7384,14350,9485
17332,"16643,21090,22311,14529,2644",17597
5713,"7346,22501,22287,4602,12526,13322",4429
546,"15629,21239,18532",7878
9984,"11008,20317,15472,15639",2609
19765,"2028,9152,14937,5370",10192
2432,"15682,17937,3528,14864,17790,9438,5013",10052
18102,5144,11686
8791,"22205,18973,16840,2777,23019",15809
22916,"17591,15682,17937,3528,22873,14864,19780,17790,9438,5013",10052
19632,"17229,18141,21003,9954,11639,17391",8507
12192,"16473,16695",8822
7104,"6323,21802,14655",20713
8592,"17952,16678",12931
19342,8063,19011
19092,"13242,13740,2028",257
22527,"1179,12141,9001",10598
20789,"4932,20104,1772",5704
1917,"3481,11083,18317,7346,21340,5515,23113,22633,8151,15298",17225
9640,"5468,4001,326,14808",131
17020,"9698,19486",585
3292,"9125,8762,21235,14541,7021",20056
