id,cited,target
2072,"10914,12537,8248,2603,1737,3854,6522,107,4068,1477,9369,7770,7943",12919
12348,"6446,608,7666,11209,13293",7931
4612,"272,1057,4468,5478,1082,10353,329,8538,7456,10268,674,2765,11390,3121",2591
8452,"2672,5938,3398,2248,11985,1472,11540,12561,12958,11607,68",83
5585,"989,8042,7056,6465,11825",9971
8154,"686,7022,7420",6604
716,"5295,9609,12563,10735,10812,12352,9303",7420
6687,"943,1506,2713,3444,12730,10153,9963,6416,4951",11025
10057,"6538,4972,4180,10749",3456
4176,"764,3610,8033,11633,8508,236",11850
250,"3325,6041,5176,430,4453,4146,7719,7289,11490,6809,11442,11815,7493",10941
1423,11477,5670
11405,"3450,4497,7439,9427,7232,168,8563,9832,4449,13063,9024,158,1160,7655,8094,11717",520
3584,"7241,4734,13173,9181,6188,7498,12577,6471,4122,4739,12180,1477,4595,5485",1266
10637,"9407,12028",7730
9428,"10637,8960,10730,8613,11920,2153,12291,13073,2692",6879
11977,"13248,6799,12974,362,3398,60,11808,12968,5821,2504,1173,10502,4609,7356,9017,9536",7753
1610,"6301,2822,6253,4988,10886,9716,8223,8772,2068,377,9820",12750
6301,"7964,4952,364,8061,13287,4179,8248,9934,1354,1915,2241,10766,16,4518,6186,376,1663",11897
4074,"3643,6153,4528,1398,10110,3482,12577,7025,11593,11516,6994,925,8170,12193,12288,12773",3581
4862,7241,271
5691,"1575,5658,3756,9426,3993,11871,1509",10961
9569,"6745,3879,12512,2262,8548,2778,7179",8721
4383,"7331,4426,6305,4107",6001
3450,"7451,7300,12520,12197,4224,9024,11582,12010,12054,8894,3590,3960",8408
108,"1635,9170",4828
5040,"5235,4275,5244,13117",12664
764,"19,7241,6637,4972,3551,5387,9824,9259,7509,4307,10166,163,5062,9275,383,1065,8212,7179,4379,8721,9531,3873",10002
6221,"2935,4428,4972,4548",9265
6215,"10027,7936,10026,9284,4233,7794,12046,12010,7389,3960",11199
6083,"7241,5670,4332,2678",9077
1225,"4839,7241",3239
6780,"4652,8280,13263",9102
9307,"2120,11720,11202,537,3266,835,4936,12011,8465,8717,6610,12228,3925,1934,6271",201
9384,"95,1439,2363,5101",7005
5701,"260,794",7148
844,"2725,2664,6538,4950,12367,2403,5786,12490,11870,11149,10988,11442,5521,2068,1701,2338,7581,4334,10629,7942",5884
9549,"3169,3822,6845,4972,6188,9940,640,5125,6138,11495,3792,7488,4662,7581,6106,1266,10002",6879
6259,"7211,5506,12070,1322",9531
5231,"9174,7962,7109,8800,264,6913,496,5400",4348
9011,"3468,9002",6053
9968,"8570,12111,7938",9222
9566,"9307,4123,5658,3353,8864,9448,8615,6870,12480,1930,6255",3960
2660,"5101,8328,245,10544,8267",8726
12166,"7462,12291,7141,11958,1998,9575",8721
6511,"5283,5374,1153,11606,5639,7241,7840,8105,6845,3879,10610,8760,5506,12577,3934,3139,2501,4174,11385,6443,5593,10749,1322,8404,4107,4010,8133,10795,3362,11024,178,7788,12352",6307
8691,"9021,6700,7241,4950,430,3276,10837,7963",2679
10908,"5802,11263,9637,4181,8190,2803,8601,4936,9547,12936,2241,11011,1517,8904,1322,11435,3129,4714",3960
367,"5470,2951,11985,6972,519,10502",365
12278,"7241,10967,8256,9425",6522
3319,"3183,887,4179,9335,6651,9547,12936,3186,8660,13018,16,4518,8978,3972,491,9280,3990,9866,244,3434,11863",331
2560,"7167,2595,12936,9610,9716,89,3417,8692,1322,6186,1385,3990,11214",9164
2266,"8513,6651,7337,10613,4905,9275,6186",1065
3726,"12027,6924",2463
10593,"9366,9087,10768,13136,9334,5750,11462,6991,8586",13106
4829,"6787,3398,5161,7523",3333
10820,"9970,12968,9371,12358,409",5419
2604,"3183,2893,6580,13160,11469,8920,12260,4179,2795,4939,4936,12936,7109,3859,9692,6302,455,13018,7086,3972,1799,9280,2476,9950,6186,8358,376,7179,12076,10920,4517,3349,1663,8236,6370,11828,6248,8222,5400,6997,9954,12309,1615,9164",5626
9089,"9658,1852,364,4360,1318,2150,12539,11838,5544,7314,9701,2518,2408,1683,10641,6611,1426,3943,1559,382,11519,11827,4432,8922,1403,12955,12875,5400,12309,115,9866",3434
9658,"1852,4442,364,1933,2150,11838,6188,1354,4987,8895,1746,1151,5670,3913,4432,7073,9871,5400,9866,5017",3434
4529,"9658,364,1933,1277,1318,2150,11838,4660,1354,4987,2518,13016,3913,4432,12875,5400,9866,5017",3434
8817,"3398,12218,6968,916,3313,10901",2431
12274,"7451,13210,7719,9824,10166,7416,9170,5670,11734,3586",7940
2379,"7451,1213,4972,9940,7289,6809,10749,1181,4107",5577
6381,"7241,4972,10321,1322,4107",7976
953,"12851,6041,7702,11082",7292
7681,"3164,784,2081,12389",1793
8140,"12231,3164,784,2081,5770,12389",1793
5227,"2059,6139,7814,2165,2455,8328,11811,9443,2804,12949",9514
3146,7931,3960
12929,"8480,4874,10349,9635,11567,8951,9613,11891,3476,10331,3014,1538,5173",10789
8480,"438,6221,5629,9635,10059,4786,11567,3196,6544,2645,2727,4276,9018,10763,8316,9218,3476,2773,3014,1631,1142,5105,3085,1538,5173",10789
4874,"5629,9635,4588,3196,6544,2727,4276,9018,8316,8039,9218,3476,2773,1631,1142,1538,5173",10789
10383,"1569,11116,6728,2926,12210,341,11734,6282",4608
11406,4107,7967
5995,"7683,5161,11985,5545,3914,7523,5710,10502,10917,13093,4533,12731,10124",1387
5256,"4486,6800,12438,11293,5929,8788,8395,3368,7419,11393",9713
6281,"10496,5758,12952,10154,6329,5907,11767,12520,5969,8702,9824,9427,3776,12385,9532,4662",4828
10496,"5907,12520,8702,9824,458,9427,10784,2574,8645,9024,1505,12054",8408
3468,"7241,3243,10735",8721
12952,"12520,9824,9427,4565",3685
5600,"3069,1713,6915,3204,12197,8702,12610,8829,7004,11161,9077,9871",496
5758,"1905,12952,4173,10154,6329,5907,11767,12399,12893,3819,12520,2165,9824,12525,3816,2148,8860,12610,3776,8563,12210,9170,2574,3083,4828,2736,7033,11359",8408
4766,"2497,4345,12452,1915,9014,6544,3830,8740,6186,589",4568
4429,"19,7241,1887,9692,2776,6186,12001,8721,1341",3960
3325,"9657,2664,13280,2671,2449,4453,7131,6747,5362,11544,7025,5428,2808,6985,7493,5401",5028
6793,"2893,4952,2497,364,6751,6067,7599,835,4936,12936,10651,10326,9692,7086,9280,6186,8358,376,3349,6370,8222",9954
12143,"9047,381,12195,11985,10737,7709",3708
3787,"13134,7529,12262,6544,2939,10941,10608,9624,12361",11710
6685,"5053,6492,13160,8248,12373,6651,4769,5106,13205,8133",908
11685,"10730,2441,6611,9189,9033",9539
5997,"6017,7195",11913
11751,"7534,159,11202,10027,6145,9908,6067,1887,8600,9949,1082,10466,4197,2827,12502,16,10549,3008,6482,13250,6186,13030,6352,8645,1663,9515,3990",834
10267,"7193,6067,6302,12138,3349,6248",8222
7534,"10532,159,3183,7225,754,8920,10570,1915,9692,1517,16,1020,4636,9280,11435,9135,8222,8701",9164
8528,"8423,4066,13173,12577,1622,9423,13137",1266
12603,12055,383
4210,"12055,1876",383
8912,12055,383
8259,"5334,10223,12055,1876,383",8038
7398,"5334,10223,8259,12055,1876,383",8038
9269,"1940,5176,7699,9614",7438
10067,7331,7581
9315,"215,8,123,2666,9516,4318,12080,1223,10378,4514,3552,4602,3063,5170,3316,5453,6149,324,5028,8009,4065",10870
285,"10459,5334,12277,7496,2807,1354,6870,12308,8132,12180,12775,6186,11435,10761,11040,10957,10715",5511
9112,"10285,13248,5470,4670,3398,60,4215,12006,9317,1565,4476,1676,6644,7886,4161",1564
9528,"5585,13248,1947,8567,10660,12323,1067,1924,4476,8740,5517,6569,4744,1949,10443",1373
6354,"11241,3735,8654,1089,11242,12268,3432,8957,2093,13021,9529,2775,513,8820,6013,10369",5181
2180,"1068,4857,12432,6733,10995,8313",770
8121,"3398,12968,8599",8294
13248,"2713,777,11242,12494,11985,12268,13092,9991,12616,5088,11429,565,4331,4955,5039,3558,3292,6420",7753
4032,"4378,7736,11985",11655
593,7964,1341
11702,4428,8721
13079,"3353,3239,8358,9555",12076
1539,"6475,12930,12399,61,7902,9259,9427,1635,1188,9668,3655,6618",3447
6475,"10326,8782,8809,9170,7456",6618
8696,"4181,8249,5387,1442",12076
12043,"3768,11753",638
3768,"5176,4453",3551
4971,"25,11913,4925,9014,8264,5478,10358,8809,12028,6236,819,8977",3960
3680,"10938,4185,10907,1153,10177,10750,7812",7376
5617,"5171,6886,9299,10720,4602,7554,10751",12028
7797,"10970,7469,9657,2983,6041,6826,259,11442,2939,12538,12353,2783,11757,12208,383,4984,5577,8218,12028,726,5740,1160,1632",10974
13296,"7840,5062,9275,31,339,8721",9962
6011,"10067,9284,7235,307,11997,10751",4420
2725,"7241,10145,9949,11222,12978",331
10532,"3183,6212,7225,7241,430,10145,1915,9014,8809,1517,16,5670,1065,11435,6307,8701",3960
3610,"1252,627,6444,537,17,6227,12033,6688,2021,5785,3461,10350,6113,9755,8256,9553,6931,8978,5670,6522,382,10738,6207,4358,338,517,1453",7993
111,"2725,10532,11202,6041,4519,4428,6227,3051,3762,2952,10326,5521,11519,13209,6186,11949,11997,9361,4420,1453,12000,6307",3447
12511,"2725,1252,4003,3357,4428,5544,2952,6116,5258,5833,1300,13209,10946,6186,12056",5580
1252,"10532,2021,6522,6186,908",1453
4656,"301,3333",10409
5681,"4596,1852,1318,4660,4563,2638,7428,4987,7109,7303,13020,6238,6522,13051,11123,1403,6880,12875,2525,115,11896,5017",4113
4596,"1852,5410,2150,11838,4660,4987,8717,6273,2193,13018,3943,6522,2607,13051,11123,7739,1403,6880,12875,10418,10236,1682,5400",331
1852,"11838,4987,8809,10946",331
7110,"7451,5283,6550,300,12029,3822,12373,430,8570,12111,10766,1577,8809,10923,11272,13026,7864,3239,9863,4234,10946,11753,6207,6001,7464,3362,6236,9866,4619,1266,2293,3960,2176,7668",2359
12681,"6803,3182,7830,12433,9602,11045,6239,9303",3960
10970,"8,10157,6845,259,12443,11442,6159,12538,391,1658,10165,10563,383,9077,158,5012,8218,12028,4844",1632
2869,4318,13121
3563,"902,11941",12998
5562,"9265,4893,9871",10765
3683,"5283,19,5399,908,4619",9531
9662,"8948,8420,4247,12999,2678,568",2790
3844,"3683,692,186,9802,8183,2449,4786,12046,9699,7260,11658,12216,9614,10872",2962
9996,"2497,11670,10145,1805,9772,3384",11710
8731,"1475,8,4786,9741,5101,4964,8660,9999,4863,9684",5577
6661,"8468,12974,8646,11808,12968,2791,11985,985,13168,6972,3043,12441,2063,5039,6226",7753
6723,2034,7730
906,"4378,10160,7533,3284",365
6866,"722,10938,6928,9735,3098,4835,1383,11283,5261,10138,4819,9318",12028
11773,"465,5779,465,4367,11851,12675,4885,4604",4893
8026,"10613,5677,11128,158",3375
7172,"12909,1887,6302,8655,11503,4905,3082,10495",6702
4450,"10859,4528,10215,6792,640",9909
1982,"3302,13158,2086,10806,12577,8583,13234,10437,2955,2172,4356,10872",1266
12738,"8183,10026,6633,12046,4755,2962",13098
1028,"8423,7534,5824,2579,279,10459,754,4639,887,7302,6651,4563,639,1121,9692,7263,12668,6399,6186,8336,1276,12076,908,12729,4517,3349,11828,9866",5626
2579,"7534,7241,12155,10570,9692,3349,9135,11828",9866
5824,"8423,7534,2579,2893,754,2835,1828,7302,12260,1031,6651,4563,835,4936,12936,8313,9692,7263,6302,7603,9884,9632,1842,12552,1799,9280,6186,9614,8336,1276,12076,908,3349,9135,6370,11828,7376,6248,9954,12429,9866,12978",3447
1230,"8832,4351,10965,8646,6787,4084,11808,12968,777,11985,2799,6788,3760,8957,1472,10502,13092,5088,6068,6924,5682,92,13037,1618,565,5412,12584,7946,6549,4161,10497,11075,2018,9536,5039,11607,3292,5933,12439,12845",5190
11581,"10810,11241,8832,2951,3713,8646,3398,11985,7709,3070,6972,11938,8957,2093,5088,12431,5682,1618,5412,7334,3333,365,12366,5151,11607,3292,6420,9161",7753
12375,"1928,122,7244,2791,6064,2799,12272,11429,9703,8175,6549,2271,10427",2198
3337,"10810,8832,4378,8646,3398,12968,12426,12195,11985,12268,5099,1357,3245,11938,10142,12821,5088,5412,7334,3333,994",6420
12164,"13180,1766,5937,9259,5258,6522,341,11778,1065",331
11471,"7488,5062",10915
11220,"924,2951,12268,6972,7533,8547,1618",7364
924,"2951,3398,12195,12268,7533,13021,8547,9529",5181
7674,"924,12268,7533,13021,9529",5181
8699,"4147,8229,13209,2678,9261,915,5372",67
4558,"7645,9796,5328,9180,2482,7993,9531",8758
9348,"5283,9418,1213,9174,6700,10567,11715,7429,3514,9427,11633,4449,6425,3586,6236",10789
9791,"10375,5399,12936,4548,11667,11222,3326,5522,7456,2900,1322,4010,8212,11048",496
3488,"11366,13027,4246,6961,12422,7519,2713,11985,12268,12006,3043,9358,8816,13092,6821,8217,7600,2766,11600,7141,3851,12765,10597,11789",13231
997,"10896,8864,7814,2157,7282,691,2809,5362,10822,8829,5829,11333",12638
11053,"9718,1540,5752,11897,12024,3129",12000
573,1540,3129
4478,"12979,4428,5235,5929,9130,3769,1823,8721,5485",9531
1942,"6484,5639,3879,7462,9969,12895",1453
6017,"7964,12260,12611,5685,10651,9950",6186
10787,"6793,6017,287,12260,5685,9547,10651,9718",9950
5006,"11613,12817,9479",10256
4399,"5435,12268,92",513
7682,"3033,7559,4972",325
876,"1287,6186,7243,12076",4341
7478,"6221,10067,4715",5062
4303,"6221,7478,5283,8544,9098,6656,4950,7840,6845,1103,12986,10832,8300,9131,10353,5062,8220,9265,10268,6018,4819,3557,3126,2679,6001,1663,1993,10422,4870",3447
10515,"7241,3815,5020,3129",4348
10210,"3598,4672,12968,8801,243,3070,12121,8957,9161",8683
3598,"10524,10160,11985,1472,10262,365",3292
8948,"5600,3844,692,186,9802,8183,4531,5136,9071,2357,7840,12547,6915,8197,4972,1103,4224,11630,1223,5302,10378,4768,2932,12986,4307,1302,6809,8533,2164,12046,5162,10437,2933,796,2013,4106,12216,9614,4356,6201,6239,12589,10872,1266",2962
186,"3683,9802,8183,1302,12046,11658,12216,4356",2962
9802,"3683,8183,1302,12046,11658,4356",2962
403,"3844,7451,8948,692,186,9802,11767,7719,5722,6809,9427,341,5062,9532,10129",8039
692,"3683,8183,12216,9614,6239,10872",2962
2865,"12683,8114,3398,12968,9125,923,10601,10502,11329,92,3923,6440,9022,2563,9927,3129",5612
4134,"5171,9059,6538,7301,7840,673,3059,4972,7593,5677,6471,10923,11757,9322,4464,5485,3796",7817
5171,"1713,1213,12029,4002,7840,4453,5062,10824,7141,9871,496,5577,9575,8500,8721,9647,11304",13098
8589,"5961,8966,1924,4015,13041",11904
10545,"12274,5758,5427,3357,8481,11116,8420,13173,6591,12510,5731,3062,10166,7882,9048,10294,3586,4420,3979,8521",9320
10873,"11202,4936,4518",2776
3629,"5562,1542,8750",8266
4405,"844,6945,12367,12490,11442,2338,7581",5884
3176,"3975,9049,11633",3232
7782,"283,8497,6663,118,3915,11754,8328,5947,13109,9999,9085,7079,6482,1761,10219,5067,11997,9077,9871,4688,3024,10271,4244,12902,7993",8414
10327,"10909,1908,4222,910,12063,7945,12077,9795,1458,10394,2275,9236,7696,9322,6016,12792,3037,3101,932,6261,2226,5643,10013",5234
3110,"10532,11756,10336,7088,3901,6174,7655,11333",6879
5899,"9363,11828",3960
6171,"4858,8801,12292,11985,8957,3538,409",8683
4473,"1068,4902,10524,11239,10810,3354,10798,12684,2713,8801,9080,9277,777,6064,11242,8875,9980,1565,10262,4609,6371,638,365,7058",12864
5938,10062,4717
4902,"12330,11197,381,4084,12968,12494,12292,8875,12195,11985,4253,8599,12620,10172,3043,1357,6788,6437,10283,10995,6783,7136,8373,7820,9783,6013",6965
10524,"10160,8875,12195,11985,10172,3043,10262,10502,706,365",994
10810,"2951,3788,10160,12292,8875,12195,11985,10172,3043,10262,706,365",994
1068,"4902,12432,4084,12968,13225,6733,12292,8875,12195,11985,10172,10995,7334,3964",8683
11239,"7736,9047,8646,3788,3760,706,365,7565",12001
5578,"1904,836,5283,12701,7241,6538,3754,12867,13123,4891,9425,2458",6879
1904,"9269,5283,1213,9174,5671,6538,10730,430,4972,3754,12867,10483,4891,2458,6362,979",6879
10254,"7225,13160,6845,685,2638,7444,1887,4936,12936,8068,9718,9692,2960,8655,9884,5026,8532,3127,9170,12766,585,9280,6186",8222
12109,"12404,4625,6611,2321,6186",5400
1829,"10496,3182,660,6139,5235,12433,11481,7031,11222,6892,6239,979,10765",11191
9970,"10810,5486,11242,12494,11985,12116,13092,7136,7461",11468
10452,"6886,12392,4246,12199,9299,6845,217,12155,1178,1238,2441,2251,4423,4548,9252,4318,5318,8185,7807,11513,8581,2326,7554,9723,2130,797,12870,7420,3038,12489,745",7976
453,"5171,1162,2062,4428,2886,3854,7141,7581",7091
4997,"7306,12522,7160,10295,2783,6396,8997,1613,5080,12419",11550
3299,"6663,13268",7199
11377,"10157,4173,7614,6809,3072,7493",13150
2859,"10157,9216,2664,7614,1103,271",5097
1783,"19,11756,10173,7241,12029,10639,10570,5809,2001,4733,11660,3239,12336,4192,4780,1322,2338,9286,383,5806,8222,7582,339,138,11717,5378",3960
5709,"10970,1783,8255,9732,6227,7936,13153,1090,1813,9602,3239,3243,12538,6397,1442,2607,10749,5672,10847,12144,383,10514,5067,189,9077,3586,12028,11939",5211
11178,"6475,10375,12029,10570,6188,13044,9087,9259,6970,3239,1442,1322,13030,383,4245,8222,5378",3960
3425,"6944,7852,4508,5235,8772,10521,9303",3038
10976,5947,7632
11812,"10526,6151",11028
7996,"2687,8490,9252,13117,12097,10271",7993
7991,"5600,531,1270,7282,2414,5532,872,12610,8829,3769,10745,2915,4602,4106,2812,4010,3101,6223,6279",5643
6398,1856,4042
821,"8593,7315,10610,10633,12160,5987,8809,2734,8364,6186,3476",8981
7762,"6492,3605,7559,2021,6931,4366,3476",3960
11226,3169,12195
2687,"7065,4809,50",5931
12147,"9269,5910,5283,6041,9098,430,13173,3059,5180,3704,1078,3754,6608,13020,13247,925,5811,13233,8692,58,1701,1322,8561,4924,2034,3362,6123,10851,1975,2634",7668
13272,5283,3960
1249,"9881,9194,8129",10681
5850,"6653,3180,10561",7581
7297,"6188,9871",6517
13214,"7001,216,989,9080,8966,8954,2274,3515,1924,4476,7980,2766,3487,11874,1373,467,7276,6025,11904",10291
9290,"4,10220,10764,10082,7559,7301,6845,4306,9969,3934,8692,6016,1322,7554,4010,8686,3156,13073,1453,5378,10789",2641
4,"764,4807,3357,10567,11606,13160,9590,964,414,9899,11340,11137,10651,13018,7525,11222,1442,11106,10342,12014,2337,8280,7993,3638",9531
8738,"12987,640,9949,9209,12288,1532",1266
1450,"25,10526,8162,11913,4925,8264,8992,1833,13127,8977",3960
7577,"8738,12987,6435,10633,13158,2086,9716,9209,12291,5298",3960
5449,"5542,2449,5239,12724,9044,356,1964,7755,6106,9955",5770
13213,"1711,578,4739,2362,12251,6940,10004",2215
1711,"4066,10937,578,2343,12251,12208,9261,10271,10004",2175
5158,"9072,6217,3925,4240",2175
2822,"6886,9059,9107,6845,5428,8580",5067
12777,"6382,13191",2972
5069,"9802,215,5910,7620,9983,5986,3591,586,3155,1398,11593,3404,8395,12828,5113",5421
1633,"11973,8031,1371,4318,6300,9559,4602,3780,5170,9868",12065
4164,"9456,12029,4291,5712,9708,2319,3586,6766,6957,12665",11464
8556,"1312,11504,12779,10796,5319,10514,4924",2138
7693,4925,6249
9069,"7241,2425,8967,4107,4379,12729,7376,6236,4420,7931,7918",3960
6050,"5556,6227,8962,50",81
627,12305,4420
12939,"9420,9393,8827,3940,10350,10946",7341
11875,"2935,7241,8827,10350,9170,3394,6588",7376
507,"8491,8827,8281,10350",8039
2826,"9490,8274,4985,10941,3384",2359
8491,"9824,9170,4828,8039",11199
1291,"6221,9483,5283,5467",5170
4928,"5613,13027,6751,5544,7314,5020,4936,9701,7922,6610,11519,7346,5606,1799,9280,10648,8383,9854,201,6370,9954",12309
12504,"6793,4928,5613,13027,11492,7815,609,12402,11829,7241,6751,9194,5955,3043,7314,1392,5020,1637,4936,9701,5076,1430,4831,7922,3565,12725,6610,11519,7346,5606,10811,1799,9280,10648,6078,8383,9854,201,2652,9954,12309",2359
3365,"5551,12751,5110,2397,1514,391,4332",9900
1123,6849,1004
4415,"2983,9923,7840,3754,259,8809,9488,3243,12538,1658,7441,383,6018,5577,12028,2851,13073,7655",3960
5613,"2664,13160,7559,12260,3762,2795,1915,4936,7289,13057,9692,5833,9280,6186,7493",8218
722,"439,3080,3084,8364,1761",9320
7772,"7211,7969,8256,733",9425
8984,"8031,260,18,1798,10026,8292,11699,5101,1223,9688,9935,9464,2583",5107
11973,"1534,12199,10730,12728,7929,9486,13068,4367,8822,2665,1514,8580",7281
11987,"7241,8105,8898,2678,2708",6843
13027,10089,9135
7210,12990,7086
9200,"1500,8503,7831,4377",10070
1500,8503,4377
10770,"12620,6541",12158
11396,"1445,7548,12538",6261
12162,"1783,2023,1238,13182,13123,7079,2939,10071,8375,12639,4996",10382
12245,"531,12436",4152
6229,"2014,1990,11293,3754,5929,7151,6168,1020,317,9594,1098",7670
2014,"659,3182,9427,10784,6618,3476",3960
659,"9399,6809,585,11734",10941
4261,"12514,10647,946,13302,2363,6319,9737,7429,70,7940,2149,12295,6056",10670
6664,"5551,10567,13302",133
6823,"5439,8514,5639,7241,7559,4428,4002,4702,2577,8105,6845,7936,3765,6080,6575,9413,5220,9563,533,7673,5065,8898,10824,2224,8133,12172,6720,13104,1453,12832,11304,8977,10974",77
5994,"6886,12199,1477",11997
4465,6845,3879
2031,"10067,8115,1445,1559,12291,5833,9777,1658",4652
9677,"3033,3204,5226,11809,2164,6170,11527,6522,4780,6018,5702,709",4373
7602,10526,495
8512,"8457,3195,414,12291,8977",3960
6330,"890,10317,8875,12195,8599,3070,7831,13092,11279,6783,1676",1873
3725,"2796,9999",11460
1096,"3725,1063,11569,5091",10809
8329,2951,6549
2103,"11980,10093,7992",5989
5841,"8875,12620,8957,10262",8683
7526,"367,12330,2951,3398,890,9326,1112,8875,3245,10502,942,13102,11989,4207,293,7284,3407,3933,1400",4913
8899,"9352,2556",12970
4368,"1252,12810,8823,9512,4321,2060,2296,1571,5355,13166,9837,1965,2962",77
10232,"2059,4173,7614,7241,7840,10639,3892,11704,7509,1701,4332,4107,11101,3586,8218,6123,1631,8977",1092
2375,"5053,1061,2497,5658,184,7303,11798,8189",908
1061,"13210,7407,5334,5639,9908,184,9626,9692,3854,4518,12180,13030,6985,908,4420",7668
12562,"5542,3182,738,7840",3125
5542,5062,3960
664,"7867,1213,4438,10498,13019,12057,10630,9345,4564,623,4447,7133,10271,10516",8009
7802,"6503,8809,8836",3960
2147,"6538,3892,6305,2679",8078
749,"7454,7289,3780,4010,6425",1453
9103,"12082,7469,3762,12577,12926,2858,9427,6397,2883,4231,8715,3939,1130,7730",4040
5675,"3169,7371,3736,5125,3158,6138,10988,11495,3297,7581,9614,6106,1266",10002
3937,"6803,5283,1213,5639,12029,1740,6845,430,3879,4972,9181,2879,7719,12867,11481,10016,11704,12986,8809,10923,13026,12385,9425,7184,10946,4107,12242,4334,6001,7438,6239,2695,9624,1266,6213,12034,11315,6307",2962
2410,"9299,3199,2146,10248,4233,8419,1223,1364,9699,2109,2350,11693,4165,11436,11038,9723,9871",3494
10445,"6444,4428,4702,6188,2827,5308,2886,10824,13030",5511
11826,"10914,8248,13112,7999,8419,12370,12319,6283,9602,1151,8300,5586,11101,1515,9159",8728
2120,"10702,1934",559
4796,"1940,7241,10307,10026,4307,8348,8533,3854,5318,12757,9614,10872",8726
4462,"10338,5143,8569,1063,2883,1701,1477,11997",9077
3182,"7451,6809,4449,6239",3960
1136,"12300,3779,1315,1720",6236
3985,"4428,9228,7936,3879,8680,7558,1208",496
215,"7719,5125,2060,10784,1322,12216,1266",2962
10866,"4066,9710,13294,7419,1477,2226,9099",6604
1292,"5735,5428,9131,3476,5770",3447
9437,"5053,3217,2062,12436,8815,3934,8444,12944",12970
10538,"7687,5387",5294
7608,"7451,10452,9103,4462,9418,7840,12917,7282,9427,9644,4977,5062,3287,2321,10735,7581,7942,6001,4595,474,647,1632",11344
5301,"10896,4190,12979,7047,11949,11997,8824",5453
6859,"10452,3203,2811,121,6886,12392,4246,9299,6845,2626,217,1178,1238,2441,2251,4423,4548,9252,5318,8185,7554,797,7420,3038,745",7976
6886,"5551,12392,4246,4002,6845,217,10934,1178,1238,3736,4344,9252,5318,8185,797,2258",745
10106,"2811,121,6886,9299,4002,6845,217,10934,1178,1238,3736,4344,9252,5318,8185,797,2106,2258,7420",745
121,"4002,6845,217,10934,1178,1238,3736,4344,9252,5318,8185,428,797,2258,7420",745
3203,"2811,6886,9299,4002,6845,217,10934,1178,1238,3736,4344,9252,5318,8185,797,2258,7420",745
